id,weeklong_id,user_id,player_code,type,status,poisoned,points,kills,starve_date
205,4,357,0728b,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
206,4,358,c4474,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
207,4,360,6286b,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
208,4,235,0d5e9,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
209,4,372,de21c,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
210,4,373,38477,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
211,4,375,24ac1,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
212,4,116,903b3,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
213,4,374,06996,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
214,4,376,40386,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
215,4,377,14a9a,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
216,4,378,026b6,normal,deceased,0,15,0,"2019-04-18 10:41:34"
217,4,380,cbebe,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
218,4,379,4a2a4,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
219,4,383,8c12b,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
220,4,384,80a1a,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
221,4,387,b561f,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
222,4,389,ad435,inactive,deceased,0,0,0,"2019-04-17 15:00:08"
